text,category
"Kami po ay taga Plaza Quince, report ko lang na ipis infestation sa public market.",sanitation
To the City Government: openings for construction workers here in Diversion Road. Please investigate.,employment
Anyone from city hall? openings for construction workers here in Ecology Park. So hassle.,employment
Concern lng re: colorum vehicles operating s Sabng.,traffic
"Concerned lang po kami sa mga bata, walang benefits na binibigay dito sa Bicol Central Station.",employment
Good day. We are requesting assistance because walang segregation policy at Ateneo Avenue.,waste_management
"Kami po ay taga Carolina, report ko lang na tumataas ang cases ng dengue.",health
"Grabe naman, basura bumabara sa drainage dito sa Plaza Rizal! Ano na??",waste_management
Good day. We are requesting assistance because brownout nanaman dito at Panganiban Drive.,utilities
Kailan po kaya maayos ang Dayangdang? dirty water supply form faucet po kasi.,utilities
Urgent: marumi ng tubig na lumalabas s gripo d2 s Concepcion Grande.,sanitation
"JUSKO, SNATCHING INCIDENT SA KANTO NANAMAN SA ATENEO AVENUE. ILANG ARAW NA TO.",public_safety
PLEASE BE INFORMED THAT MEDICAL CERTIFICATE REQUEST FOR INDIGENT IN THE VICINITY OF SM NAGA AREA.,health
Gud pm. drainage cover is missing s Mabolo. Tnx.,infrastructure
Report ko lng meter reading error complaint d2 s Tinago.,utilities
UPDATE PO S BATO-BATO S SSKYAN INCIDENTS S SAN ISIDRO? WALA PA ACTION.,public_safety
Reporting a concern regarding need oxygen tank assistance at Dayangdang.,health
"Kami po ay taga Concepcion Grande, report ko lang na walang benefits na binibigay.",employment
Update po s sparking wires s poste s Sabng? Wala pa action.,utilities
Huy pansinin niyo naman to. requesting ambulance assistance sa Pacol. Nakaka-stress!,health
To the City Government: dirty water supply form faucet here in Tinago. Please investigate.,utilities
I would like to report that cash for work payout delay in Bicol Central Station.,employment
Formal complaint: estero needs cleaning located in Tinago.,sanitation
Anyone from city hall? basura bumabara sa drainage here in Panicuason. So hassle.,waste_management
Magtatanong lang po regarding mabaho ang poultry sa residential area sa San Felipe?,sanitation
"Kami po ay taga Concepcion Grande, report ko lang na hindi dumaan ang garbage truck.",waste_management
Pwede ba mag-reklamo? di hinahakot ang nabubulok kasi sa Bicol Central Station. Thanks.,waste_management
Gud pm. grabe ng traffic ngayon s Naga City People's Mall. Tnx.,traffic
Please be informed that slippery pathway due to moss in the vicinity of Dayangdang.,infrastructure
magtatanong lang po regarding may patay na daga sa daan sa metropolitan cathedral?,sanitation
Report ko lng walng segregation policy d2 s Mabolo.,waste_management
Help. lost id replacement process s Igualdad. Pls fix.,social_services
Please be informed that illegal parking sa kalsada in the vicinity of Ateneo Avenue.,traffic
Good day. We are requesting assistance because child abuse report at San Francisco.,social_services
Parang wala namang action. sobrang baho ng kanal pa rin sa Metropolitan Cathedral.,sanitation
Kailan po kaya maayos ang Cararayan? illegal dismissal complaint po kasi.,employment
"Sir/Ma'am, pa-check naman po ng Balatas, composting facility foul odor po kasi.",waste_management
Magtatanong lang po regarding illegal dumping site sa vacant lot sa Cararayan?,waste_management
Concern lng re: flu outbreak s area namin s Carolina.,health
Update po s jeepney cutting trip violation s Bagumbayan? Wala pa action.,traffic
"Ask ko lang po kung may action na, child abuse report kasi dito sa Concepcion Grande.",social_services
Report ko lng vandalism s pader ng school d2 s Tabuco.,public_safety
"Jusko, sobrang dilim ng eskinita nanaman sa Abella. Ilang araw na to.",public_safety
parang wala namang action. high blood pressure monitoring request pa rin sa concepcion pequeña.,health
GUD PM. MEDICAL ASSISTANCE FOR INDIGENT S PACOL. TNX.,social_services
Magtatanong lang po regarding need namin ng schedule for anti-rabies sa Pacol?,health
Kailan po kaya maayos ang Plaza Rizal? kulang ang binigay na relief goods po kasi.,social_services
Pwede ba mag-reklamo? may putol na kable sa daan kasi sa Naga City People's Mall. Thanks.,utilities
Parang wala namang action. child abuse report pa rin sa Bagumbayan.,social_services
"Grabe naman, marumi ang tubig na lumalabas sa gripo dito sa Naga City People's Mall! Ano na??",sanitation
Parang wala namang action. nawalan ng internet connection pa rin sa Naga City People's Mall.,utilities
"Shoutout sa LGU, illegal parking sa kalsada sa Diversion Road. Please actionan agad.",traffic
formal complaint: unfair labor practice sa trabaho located in panganiban drive.,employment
Anyone from city hall? composting facility foul odor here in Centro. So hassle.,waste_management
Pwede ba mag-reklamo? pest control request for barangay hall kasi sa Carolina. Thanks.,sanitation
Huy pansinin niyo naman to. burial assistance request sa Panganiban Drive. Nakaka-stress!,social_services
"Shoutout sa LGU, sobrang ingay ng videoke sa Naga City People's Mall. Please actionan agad.",public_safety
Help. no entry violation reports s Naga City People's Mall. Pls fix.,traffic
Report ko lng gng war threat d2 s Igualdad.,public_safety
Gud pm. diarrhea outbreak due to dirty water s Plaza Rizal. Tnx.,health
Urgent: shocking electricity bill amount d2 s San Isidro.,utilities
Concern lng re: cctv camera not working s Del Rosrio.,infrastructure
I would like to report that slippery pathway due to moss in Santa Cruz.,infrastructure
Reporting a concern regarding hiring ba ng security guard at Tinago.,employment
Please be informed that snatching incident sa kanto in the vicinity of Ecology Park.,public_safety
I would like to report that social pension payout schedule in Plaza Rizal.,social_services
Anyone from city hall? sobrang baho ng kanal here in Bicol Central Station. So hassle.,sanitation
Gud pm. stray dogs chasing people s Cararayan. Tnx.,health
"Ask ko lang po kung may action na, sobrang hina ng signal kasi dito sa Metropolitan Cathedral.",utilities
Kailan po kaya maayos ang UNC gate? collapsed riprap sa ilog po kasi.,infrastructure
I would like to report that unannounced water interruption in Abella.,utilities
Magtatanong lang po regarding no entry violation reports sa Liboton?,traffic
Huy pansinin niyo naman to. senior citizen pension delay sa Bagumbayan. Nakaka-stress!,social_services
Formal complaint: congested intersection always located in Bicol Central Station.,traffic
Help. no entry violation reports s Liboton. Pls fix.,traffic
Reporting a concern regarding jeepney cutting trip violation at LCC Mall.,traffic
"ask ko lang po kung may action na, composting facility foul odor kasi dito sa abella.",waste_management
Huy pansinin niyo naman to. tumataas ang cases ng dengue sa Magsaysay Avenue. Nakaka-stress!,health
Please be informed that grabe ang traffic ngayon in the vicinity of San Francisco.,traffic
HELP. TUMATAAS NG CASES NG DENGUE S ATENEO AVENUE. PLS FIX.,health
"Grabe naman, jeepney cutting trip violation dito sa Cararayan! Ano na??",traffic
Pwede ba mag-reklamo? slippery pathway due to moss kasi sa Tinago. Thanks.,infrastructure
"concerned lang po kami sa mga bata, defective solar lights dito sa centro.",infrastructure
Urgent: vawc desk assistance needed d2 s Sabng.,social_services
I would like to report that dead spot area for globe/smart in Panicuason.,utilities
good day. we are requesting assistance because cctv camera not working at jesse robredo coliseum.,infrastructure
"Concerned lang po kami sa mga bata, sobrang baho ng kanal dito sa Plaza Rizal.",sanitation
Fyi may magnanakaw na umaaligid s Panicuason.,public_safety
Concern lng re: sira ng bubong ng waiting shed s Ecology Park.,infrastructure
"Sir/Ma'am, pa-check naman po ng Balatas, fluctuating ang kuryente po kasi.",utilities
"Grabe naman, kalat ang basura sa park dito sa Peñafrancia! Ano na??",waste_management
Report ko lng sobrng hina ng signal d2 s Ateneo Avenue.,utilities
Huy pansinin niyo naman to. contractualization issue sa Ateneo Avenue. Nakaka-stress!,employment
Urgent: 4ps beneficiary inquiry d2 s Magsysy Avenue.,social_services
Good day. We are requesting assistance because barangay hall renovation request at Calauag.,infrastructure
Kailan po kaya maayos ang Panicuason? counter-flow na tricycle po kasi.,traffic
HUY PANSININ NIYO NAMAN TO. FLU OUTBREAK SA AREA NAMIN SA SAN FELIPE. NAKAKA-STRESS!,health
REPORT KO LNG BASURA NAKATAMBAK S HARAP NG SCHOOL D2 S UNC GATE.,sanitation
Kailan po kaya maayos ang Plaza Quince? suspicious person taking photos po kasi.,public_safety
"Concern lng re: sira ng tulay, delikado s Tabuco.",infrastructure
Help. nakatagilid na ng poste s SM Naga area. Pls fix.,infrastructure
Formal complaint: dirty water supply form faucet located in Sabang.,utilities
Kailan po kaya maayos ang Lerma? illegal dismissal complaint po kasi.,employment
"Concerned lang po kami sa mga bata, illegal jumper connection report dito sa Bicol Central Station.",utilities
"Shoutout sa LGU, lost id replacement process sa Peñafrancia. Please actionan agad.",social_services
urgent: unfinished road works causing traffic d2 s liboton.,infrastructure
Fyi status of scholarship application s San Felipe.,social_services
KAILAN PO KAYA MAAYOS ANG BALATAS? NAGKALAT NA USED FACE MASKS PO KASI.,sanitation
Formal complaint: estero needs cleaning located in Balatas.,sanitation
Gud pm. burial assistance request s San Felipe. Tnx.,social_services
Formal complaint: nakatagilid na ang poste located in Mabolo.,infrastructure
"Kami po ay taga San Francisco, report ko lang na hiring ba ng security guard.",employment
Urgent: basketball court needs renovation d2 s Pacol.,infrastructure
"Sir/Ma'am, pa-check naman po ng Panganiban Drive, medical assistance for indigent po kasi.",social_services
Please be informed that traffic rerouting confusion in the vicinity of Concepcion Pequeña.,traffic
Reporting a concern regarding unfair labor practice sa trabaho at Sabang.,employment
Kailan po kaya maayos ang Tabuco? pest control request for barangay hall po kasi.,sanitation
Anyone from city hall? requesting police visibility here in Tabuco. So hassle.,public_safety
Huy pansinin niyo naman to. traffic rerouting confusion sa Ecology Park. Nakaka-stress!,traffic
I would like to report that suspicious drug related activity in Sabang.,public_safety
"Ask ko lang po kung may action na, unpaid overtime pay kasi dito sa Magsaysay Avenue.",employment
To the City Government: faded pedestrian lane markings here in Pacol. Please investigate.,traffic
"Ask ko lang po kung may action na, cctv camera not working kasi dito sa Ateneo Avenue.",infrastructure
Anyone from city hall? need oxygen tank assistance here in Bagumbayan. So hassle.,health
Parang wala namang action. clogged drainage causing smell pa rin sa Triangulo.,sanitation
"Concerned lang po kami sa mga bata, walang benefits na binibigay dito sa Panganiban Drive.",employment
Fyi colorum vehicles operating s UNC gate.,traffic
"Jusko, basura bumabara sa drainage nanaman sa Calauag. Ilang araw na to.",waste_management
Kailan po kaya maayos ang San Felipe? penalty for littering inquiry po kasi.,waste_management
Kailan po kaya maayos ang San Felipe? unpaid overtime pay po kasi.,employment
Huy pansinin niyo naman to. colorum vehicles operating sa Metropolitan Cathedral. Nakaka-stress!,traffic
"Sir/Ma'am, pa-check naman po ng Metropolitan Cathedral, tambak na basura sa kalsada po kasi.",sanitation
Concern lng re: snatching incident s kanto s Balatas.,public_safety
Parang wala namang action. naghahanap ng trabaho pa rin sa Magsaysay Avenue.,employment
"Sir/Ma'am, pa-check naman po ng Tabuco, inquiry for DOLE TUPAD program po kasi.",employment
Report ko lng walng doctor s health center d2 s Panicuason.,health
to the city government: high blood pressure monitoring request here in mabolo. please investigate.,health
Formal complaint: paano kumuha ng pwd id located in Dayangdang.,social_services
"Ask ko lang po kung may action na, traffic rerouting confusion kasi dito sa Sabang.",traffic
Magtatanong lang po regarding livelihood program for mothers sa San Felipe?,employment
Parang wala namang action. road obstruction by vendors pa rin sa Ateneo Avenue.,traffic
Urgent: pest control request for barngay hall d2 s Metropolitan Cathedral.,sanitation
Concern lng re: kalat ng basura s park s Dinaga.,waste_management
Please be informed that clogged drainage causing smell in the vicinity of Magsaysay Avenue.,sanitation
Urgent: pest control request for barngay hall d2 s Santa Cruz.,sanitation
Parang wala namang action. illegal jumper connection report pa rin sa Balatas.,utilities
Kailan po kaya maayos ang SM Naga area? bulky waste pickup request po kasi.,waste_management
Kailan po kaya maayos ang Dayangdang? calamity loan inquiry po kasi.,social_services
"Sir/Ma'am, pa-check naman po ng Panganiban Drive, no entry violation reports po kasi.",traffic
Help. malnourished children feeding program s Pnganiban Drive. Pls fix.,health
"Grabe naman, schedule ng tuli operation dito sa Balatas! Ano na??",health
"ASK KO LANG PO KUNG MAY ACTION NA, LOADING/UNLOADING VIOLATION KASI DITO SA SABANG.",traffic
Formal complaint: basurahan sa plaza puno na located in Ateneo Avenue.,waste_management
Kailan po kaya maayos ang Del Rosario? estero needs cleaning po kasi.,sanitation
Reporting a concern regarding schedule ng tuli operation at Tinago.,health
Huy pansinin niyo naman to. traffic enforcer nangongotong sa Calauag. Nakaka-stress!,traffic
Parang wala namang action. nagsusunog ng plastic ang kapitbahay pa rin sa San Felipe.,waste_management
"Pwede ba mag-reklamo? daming lamok, need fumigation kasi sa Panicuason. Thanks.",health
"Ask ko lang po kung may action na, akyat bahay incident report kasi dito sa Metropolitan Cathedral.",public_safety
Help. child abuse report s Bagumbayan. Pls fix.,social_services
"Shoutout sa LGU, may nag-aaway na lasing sa Ateneo Avenue. Please actionan agad.",public_safety
Fyi nawalan ng internet connection s Concepcion Pequeña.,utilities
Magtatanong lang po regarding basura nakatambak sa harap ng school sa Bicol Central Station?,sanitation
Anyone from city hall? cctv camera not working here in Plaza Quince. So hassle.,infrastructure
Kailan po kaya maayos ang Sabang? kailan ang next job fair po kasi.,employment
"Sir/Ma'am, pa-check naman po ng Cararayan, double parking sa main road po kasi.",traffic
I would like to report that di hinahakot ang nabubulok in SM Naga area.,waste_management
"Sir/Ma'am, pa-check naman po ng Calauag, kalat ang basura sa park po kasi.",waste_management
"Ask ko lang po kung may action na, nakatagilid na ang poste kasi dito sa Centro.",infrastructure
Please be informed that ang lalim ng lubak sa daan in the vicinity of Igualdad.,infrastructure
"Ask ko lang po kung may action na, delayed ang sweldo ng workers kasi dito sa Dayangdang.",employment
"Concerned lang po kami sa mga bata, collapsed riprap sa ilog dito sa Jesse Robredo Coliseum.",infrastructure
I would like to report that unannounced water interruption in Pacol.,utilities
Reporting a concern regarding malnourished children feeding program at Plaza Rizal.,health
"Concerned lang po kami sa mga bata, amoy imbornal ang paligid dito sa Diversion Road.",sanitation
Parang wala namang action. walang garbage collector personnel pa rin sa San Francisco.,waste_management
I would like to report that 4ps beneficiary inquiry in Cararayan.,social_services
I would like to report that tanod sleeping on duty in Del Rosario.,public_safety
REPORT KO LNG EMPLOYER NOT PAYING SSS CONTRIBUTION D2 S BALATAS.,employment
Urgent: walng segregation policy d2 s Tinago.,waste_management
Anyone from city hall? sobrang hina ng signal here in Triangulo. So hassle.,utilities
Update po s masungit ng nurse s clinic s Cararayan? Wala pa action.,health
Kailan po kaya maayos ang Diversion Road? may magnanakaw na umaaligid po kasi.,public_safety
Urgent: inom s kalsda hnggng madaling araw d2 s SM Naga area.,public_safety
Report ko lng status of scholarship application d2 s Lerma.,social_services
"Ask ko lang po kung may action na, di hinahakot ang nabubulok kasi dito sa Panicuason.",waste_management
"Jusko, illegal dumping site sa vacant lot nanaman sa UNC gate. Ilang araw na to.",waste_management
"Shoutout sa LGU, requesting ambulance assistance sa San Francisco. Please actionan agad.",health
Kailan po kaya maayos ang Cararayan? basurahan sa plaza puno na po kasi.,waste_management
Concern lng re: may magnanakaw na umaaligid s Plaza Quince.,public_safety
"Jusko, high blood pressure monitoring request nanaman sa Del Rosario. Ilang araw na to.",health
"Grabe naman, bitak-bitak na ang pader dito sa Ecology Park! Ano na??",infrastructure
"Jusko, sumabog ang transformer nanaman sa Tabuco. Ilang araw na to.",utilities
Pwede ba mag-reklamo? nagsusunog ng plastic ang kapitbahay kasi sa Tinago. Thanks.,waste_management
"Kami po ay taga Liboton, report ko lang na stray dogs chasing people.",health
Huy pansinin niyo naman to. nakatagilid na ang poste sa Plaza Rizal. Nakaka-stress!,infrastructure
Magtatanong lang po regarding walang sidewalk na madaanan sa Panicuason?,infrastructure
Formal complaint: requesting police visibility located in Balatas.,public_safety
To the City Government: basketball court needs renovation here in Lerma. Please investigate.,infrastructure
"Grabe naman, shocking electricity bill amount dito sa Cararayan! Ano na??",utilities
Update po s malnourished children feeding program s Bicol Central Station? Wala pa action.,health
"Concerned lang po kami sa mga bata, unsanitary street food vendors dito sa Triangulo.",sanitation
Help. sira ng traffic light s Naga City People's Mall. Pls fix.,traffic
"shoutout sa lgu, senior citizen pension delay sa panicuason. please actionan agad.",social_services
reporting a concern regarding kailan ang schedule ng hakot at magsaysay avenue.,waste_management
Good day. We are requesting assistance because cctv camera not working at Pacol.,infrastructure
Report ko lng gng war threat d2 s Naga City People's Mall.,public_safety
Update po s bulky waste pickup request s Dayngdng? Wala pa action.,waste_management
Urgent: snatching incident s kanto d2 s Ecology Park.,public_safety
update po s suspicious person taking photos s bicol central station? wala pa action.,public_safety
Please be informed that curfew violation ng mga minor in the vicinity of UNC gate.,public_safety
Anyone from city hall? low water pressure tuwing umaga here in Sabang. So hassle.,utilities
to the city government: cash for work payout delay here in abella. please investigate.,employment
Fyi may patay na daga s daan s Abella.,sanitation
Gud pm. walng sidewalk na madaanan s Lerma. Tnx.,infrastructure
Magtatanong lang po regarding lost id replacement process sa Balatas?,social_services
Magtatanong lang po regarding amoy imbornal ang paligid sa Magsaysay Avenue?,sanitation
Kailan po kaya maayos ang Mabolo? jeepney cutting trip violation po kasi.,traffic
I would like to report that unpaid overtime pay in Mabolo.,employment
"Ask ko lang po kung may action na, sira ang tulay, delikado kasi dito sa LCC Mall.",infrastructure
Report ko lng walng tubig simula kanina d2 s Concepcion Pequeña.,utilities
Kailan po kaya maayos ang Pacol? mabaho ang poultry sa residential area po kasi.,sanitation
I would like to report that slippery pathway due to moss in Lerma.,infrastructure
Concern lng re: basurahan s plaza puno na s Bagumbayan.,waste_management
Pwede ba mag-reklamo? illegal parking sa kalsada kasi sa Balatas. Thanks.,traffic
To the City Government: sira ang bubong ng waiting shed here in Lerma. Please investigate.,infrastructure
Pwede ba mag-reklamo? snatching incident sa kanto kasi sa Plaza Quince. Thanks.,public_safety
"Concerned lang po kami sa mga bata, requesting police visibility dito sa Diversion Road.",public_safety
Pwede ba mag-reklamo? tuberculosis medication out of stock kasi sa Centro. Thanks.,health
Update po s status of scholarship application s Metropolitan Cathedral? Wala pa action.,social_services
Gud pm. tuberculosis medication out of stock s Pnganiban Drive. Tnx.,health
Kailan po kaya maayos ang Tinago? vawc desk assistance needed po kasi.,social_services
Good day. We are requesting assistance because traffic rerouting confusion at Ateneo Avenue.,traffic
"Grabe naman, slippery pathway due to moss dito sa UNC gate! Ano na??",infrastructure
"Grabe naman, inom sa kalsada hanggang madaling araw dito sa San Francisco! Ano na??",public_safety
Anyone from city hall? snatching incident sa kanto here in Lerma. So hassle.,public_safety
Huy pansinin niyo naman to. stray dogs chasing people sa Centro. Nakaka-stress!,health
FORMAL COMPLAINT: SCHEDULE NG TULI OPERATION LOCATED IN LCC MALL.,health
"Please be informed that busted ang street lights, madilim in the vicinity of Centro.",infrastructure
Urgent: livelihood program for mothers d2 s Metropolitan Cathedral.,employment
Urgent: kailan ng next job fair d2 s Tabuco.,employment
"Grabe naman, composting facility foul odor dito sa LCC Mall! Ano na??",waste_management
"Kami po ay taga Magsaysay Avenue, report ko lang na suspicious person taking photos.",public_safety
"Shoutout sa LGU, kailan ang schedule ng hakot sa Diversion Road. Please actionan agad.",waste_management
reporting a concern regarding social pension payout schedule at lerma.,social_services
Pwede ba mag-reklamo? road obstruction by vendors kasi sa Calauag. Thanks.,traffic
Urgent: defective solar lights d2 s Bagumbayan.,infrastructure
anyone from city hall? counter-flow na tricycle here in centro. so hassle.,traffic
Magtatanong lang po regarding traffic enforcer nangongotong sa Mabolo?,traffic
Kailan po kaya maayos ang Pacol? recycling inquiry po kasi.,waste_management
Good day. We are requesting assistance because nakatagilid na ang poste at Plaza Quince.,infrastructure
Report ko lng basura nakatambak s harap ng school d2 s Magsysy Avenue.,sanitation
I would like to report that need oxygen tank assistance in Ateneo Avenue.,health
pwede ba mag-reklamo? need oxygen tank assistance kasi sa lerma. thanks.,health
Anyone from city hall? basketball court needs renovation here in Igualdad. So hassle.,infrastructure
Huy pansinin niyo naman to. paano kumuha ng pwd id sa Diversion Road. Nakaka-stress!,social_services
"Kami po ay taga SM Naga area, report ko lang na need oxygen tank assistance.",health
Report ko lng vandalism s pader ng school d2 s Calauag.,public_safety
"Ask ko lang po kung may action na, illegal dumping site sa vacant lot kasi dito sa San Felipe.",waste_management
MAGTATANONG LANG PO REGARDING RIOT NG MGA KABATAAN KAGABI SA PANICUASON?,public_safety
"Grabe naman, nawalan ng internet connection dito sa Bicol Central Station! Ano na??",utilities
Pwede ba mag-reklamo? dead spot area for globe/smart kasi sa Balatas. Thanks.,utilities
Huy pansinin niyo naman to. akyat bahay incident report sa Concepcion Pequeña. Nakaka-stress!,public_safety
good day. we are requesting assistance because birthday cash gift for senior at mabolo.,social_services
"Shoutout sa LGU, stray dogs chasing people sa Dinaga. Please actionan agad.",health
"Kami po ay taga Carolina, report ko lang na child abuse report.",social_services
Parang wala namang action. di hinahakot ang nabubulok pa rin sa Liboton.,waste_management
reporting a concern regarding suspicious drug related activity at sabang.,public_safety
"Concerned lang po kami sa mga bata, street light flickering on and off dito sa LCC Mall.",utilities
Kailan po kaya maayos ang Centro? walang segregation policy po kasi.,waste_management
Reporting a concern regarding brownout nanaman dito at UNC gate.,utilities
"Shoutout sa LGU, calamity loan inquiry sa LCC Mall. Please actionan agad.",social_services
Kailan po kaya maayos ang San Felipe? ang lalim ng lubak sa daan po kasi.,infrastructure
"Concerned lang po kami sa mga bata, kailan ang schedule ng hakot dito sa Ateneo Avenue.",waste_management
Update po s sobrng hina ng signal s Pnganiban Drive? Wala pa action.,utilities
"Kami po ay taga Triangulo, report ko lang na wala pa kaming natatanggap na ayuda.",social_services
"Kami po ay taga Abella, report ko lang na walang available na covid vaccine.",health
"Ask ko lang po kung may action na, sira ang tulay, delikado kasi dito sa Tinago.",infrastructure
Urgent: sparking wires s poste d2 s Tabuco.,utilities
Magtatanong lang po regarding low water pressure tuwing umaga sa Dinaga?,utilities
Please be informed that sobrang hina ng signal in the vicinity of Tabuco.,utilities
Kailan po kaya maayos ang Pacol? ubos na ang gamot sa center po kasi.,health
To the City Government: gang war threat here in Lerma. Please investigate.,public_safety
I would like to report that mabaho ang poultry sa residential area in Liboton.,sanitation
Magtatanong lang po regarding need namin ng schedule for anti-rabies sa Santa Cruz?,health
Magtatanong lang po regarding may patay na daga sa daan sa Ecology Park?,sanitation
"shoutout sa lgu, tricycle overcharging fare sa sabang. please actionan agad.",traffic
"Concerned lang po kami sa mga bata, di hinahakot ang nabubulok dito sa Diversion Road.",waste_management
"Ask ko lang po kung may action na, tuberculosis medication out of stock kasi dito sa Concepcion Grande.",health
Reporting a concern regarding jeepney cutting trip violation at San Felipe.,traffic
"Jusko, bato-bato sa sasakyan incidents nanaman sa Abella. Ilang araw na to.",public_safety
Fyi collapsed riprap s ilog s Sabng.,infrastructure
"Concerned lang po kami sa mga bata, faded pedestrian lane markings dito sa Liboton.",traffic
Reporting a concern regarding illegal parking sa kalsada at Panicuason.,traffic
Reporting a concern regarding feeding program request for kids at LCC Mall.,social_services
UPDATE PO S SOBRNG INGAY NG VIDEOKE S NAGA CITY PEOPLE'S MALL? WALA PA ACTION.,public_safety
"Sir/Ma'am, pa-check naman po ng Plaza Rizal, walang segregation policy po kasi.",waste_management
"Concerned lang po kami sa mga bata, social pension payout schedule dito sa Bagumbayan.",social_services
Good day. We are requesting assistance because kailan ang schedule ng hakot at Balatas.,waste_management
Anyone from city hall? puno na ang septic tank here in Metropolitan Cathedral. So hassle.,sanitation
Concern lng re: double parking s main road s Tabuco.,traffic
Report ko lng estero needs cleaning d2 s SM Naga area.,sanitation
Anyone from city hall? sobrang dilim ng eskinita here in Mabolo. So hassle.,public_safety
"jusko, sira ang traffic light nanaman sa sabang. ilang araw na to.",traffic
"Shoutout sa LGU, sira ang bubong ng waiting shed sa Triangulo. Please actionan agad.",infrastructure
Parang wala namang action. pest control request for barangay hall pa rin sa Mabolo.,sanitation
To the City Government: tumataas ang cases ng dengue here in Balatas. Please investigate.,health
Good day. We are requesting assistance because low water pressure tuwing umaga at Jesse Robredo Coliseum.,utilities
"Ask ko lang po kung may action na, tricycle overcharging fare kasi dito sa Diversion Road.",traffic
Please be informed that nawalan ng internet connection in the vicinity of Panganiban Drive.,utilities
"Magtatanong lang po regarding sira ang tulay, delikado sa Triangulo?",infrastructure
Report ko lng medical certificate request for indigent d2 s Dinaga.,health
Fyi walng garbage collector personnel s Panicuason.,waste_management
Update po s basura nakatambak s harap ng school s Balatas? Wala pa action.,sanitation
To the City Government: calamity loan inquiry here in Bicol Central Station. Please investigate.,social_services
"Jusko, solo parent benefits inquiry nanaman sa Lerma. Ilang araw na to.",social_services
Fyi requesting police visibility s Jesse Robredo Coliseum.,public_safety
Concern lng re: counter-flow na tricycle s Tringulo.,traffic
Good day. We are requesting assistance because sobrang ingay ng videoke at Pacol.,public_safety
"Grabe naman, road widening project delay dito sa Panicuason! Ano na??",infrastructure
I would like to report that basketball court needs renovation in Balatas.,infrastructure
I would like to report that walang sidewalk na madaanan in Centro.,infrastructure
I would like to report that riot ng mga kabataan kagabi in Calauag.,public_safety
Formal complaint: masungit ang nurse sa clinic located in Magsaysay Avenue.,health
